UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference,Average Temperature,Power,Downtime_Hours,Maintenance_Cost
1753,L48932,1,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,9.400000000000034,302.9,55502.4,0.03,1084.7
1754,L48933,1,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,9.300000000000011,302.85,75411.0,0.06,901.05
1755,M16614,2,298.0,307.4,1463,46.5,182,0,0,0,0,0,0,9.399999999999977,302.7,68029.5,0.28,1325.43
1756,L48935,1,298.0,307.3,1424,46.5,185,0,0,0,0,0,0,9.300000000000011,302.65,66216.0,0.2,1087.74
1757,M16616,2,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,9.299999999999955,302.75,81916.3,0.28,1284.21
1758,M16617,2,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,9.299999999999955,302.75,75027.0,0.08,1388.52
1759,L48938,1,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,9.299999999999955,302.75,54511.2,0.26,1367.78
1760,H31173,0,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,9.399999999999977,302.7,56531.200000000004,0.11,1156.53
1761,L48940,1,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,9.399999999999977,302.8,55740.4,0.04,923.79
1762,L48941,1,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,9.5,302.85,39585.0,0.24,1278.23
1763,H31176,0,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,9.400000000000034,302.9,70956.0,0.02,888.8
1764,L48943,1,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,9.400000000000034,302.9,46841.0,1.15,2328.05
1765,H31178,0,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,9.400000000000034,302.9,73412.6,0.25,379.28
1766,L48945,1,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,9.400000000000034,302.9,70862.4,0.19,188.05
1767,M16626,2,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,9.399999999999977,303.0,46530.700000000004,0.16,444.53
1768,M16627,2,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,9.399999999999977,303.0,62928.0,0.11,388.43
1769,M16628,2,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,9.5,303.05,62370.0,0.02,107.45
1770,L48949,1,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,9.5,303.15,45959.2,0.3,464.83
1771,H31184,0,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,9.5,303.15,49755.0,0.05,51.73
1772,L48951,1,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,9.5,303.15,65503.799999999996,0.08,154.17
1773,L48952,1,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,9.600000000000023,303.2,72233.2,0.07,33.3
1774,L48953,1,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,9.5,303.25,82348.0,0.27,333.25
1775,M16634,2,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,9.5,303.25,56658.7,0.23,359.34
1776,L48955,1,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,9.5,303.25,67532.40000000001,0.14,50.94
1777,L48956,1,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,9.600000000000023,303.3,48640.4,0.29,546.52
1778,H31191,0,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,9.599999999999966,303.4,57223.99999999999,0.02,353.32
1779,L48958,1,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,9.599999999999966,303.4,71550.0,0.27,473.81
1780,M16639,2,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,9.599999999999966,303.4,65472.0,0.02,0.0
1781,L48960,1,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,9.699999999999989,303.35,51518.49999999999,0.12,312.05
1782,L48961,1,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,9.600000000000023,303.3,47533.200000000004,0.02,50.99
1783,L48962,1,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,9.600000000000023,303.2,58755.399999999994,0.3,458.56
1784,H31197,0,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,9.699999999999989,303.15,63673.0,0.27,747.79
1785,L48964,1,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,9.699999999999989,303.15,10966.8,6.55,6469.83
1786,L48965,1,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,9.800000000000011,303.1,58751.600000000006,0.07,242.55
1787,L48966,1,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,9.800000000000011,303.29999999999995,53394.0,0.08,509.44
1788,L48967,1,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,9.800000000000011,303.29999999999995,62607.6,0.13,339.71
1789,L48968,1,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,9.699999999999989,303.15,68206.59999999999,0.1,308.24
1790,L48969,1,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,9.699999999999989,303.04999999999995,88364.9,6.81,7449.86
1791,L48970,1,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,9.699999999999989,303.04999999999995,43589.200000000004,0.2,601.76
1792,L48971,1,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,9.699999999999989,302.95000000000005,62179.2,0.18,675.15
1793,M16652,2,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,9.599999999999966,302.9,69360.0,0.27,709.2
1794,L48973,1,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,9.699999999999989,302.95000000000005,49660.2,0.14,544.25
1795,M16654,2,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,9.699999999999989,302.95000000000005,65859.0,0.1,679.6
1796,M16655,2,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,9.599999999999966,302.9,57373.399999999994,0.15,840.8
1797,H31210,0,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,9.5,302.85,57208.200000000004,0.06,227.47
1798,M16657,2,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,9.600000000000023,302.8,63034.399999999994,0.19,629.7
1799,M16658,2,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,9.5,302.75,75699.9,0.23,683.52
1800,M16659,2,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,9.5,302.75,64357.700000000004,0.05,460.61
1801,M16660,2,298.0,307.5,1524,36.3,98,0,0,0,0,0,0,9.5,302.75,55321.2,0.1,737.16
1802,M16661,2,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,9.5,302.75,62217.200000000004,0.26,803.53
1803,H31216,0,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,9.5,302.85,65973.6,0.15,958.82
1804,L48983,1,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,9.599999999999966,302.9,55936.399999999994,0.16,870.04
1805,L48984,1,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,9.599999999999966,302.9,71909.5,0.22,979.71
1806,H31219,0,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,9.599999999999966,302.9,77331.2,0.17,555.13
1807,H31220,0,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,9.600000000000023,302.8,51294.600000000006,0.02,489.09
1808,L48987,1,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,9.600000000000023,302.8,47800.6,0.24,746.45
1809,L48988,1,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,9.599999999999966,302.9,32857.6,6.03,6853.47
1810,L48989,1,298.1,307.7,1767,27.0,127,0,0,0,0,0,0,9.599999999999966,302.9,47709.0,0.02,509.92
1811,L48990,1,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,9.5,302.85,73383.2,0.04,544.31
1812,M16671,2,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,9.699999999999989,302.95000000000005,48952.799999999996,0.21,696.8
1813,L48992,1,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,9.600000000000023,303.0,54316.799999999996,0.18,1262.95
1814,L48993,1,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,9.599999999999966,302.9,66555.0,0.11,768.67
1815,L48994,1,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,9.599999999999966,302.9,56265.0,0.16,929.48
1816,M16675,2,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,9.5,302.85,56809.49999999999,0.21,738.91
1817,L48996,1,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,9.5,302.85,67890.0,0.15,1008.89
1818,L48997,1,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,9.599999999999966,302.9,45926.4,0.04,498.95
1819,M16678,2,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,9.599999999999966,302.9,58691.5,0.03,618.15
1820,M16679,2,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,9.5,302.85,39667.2,0.13,770.29
1821,L49000,1,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,9.399999999999977,302.8,65244.100000000006,0.28,1077.83
1822,L49001,1,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,9.5,302.85,58628.2,0.17,826.04
1823,L49002,1,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,9.5,302.85,58627.2,0.11,1123.6
1824,L49003,1,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,9.599999999999966,302.9,68861.8,0.27,1140.48
1825,L49004,1,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,9.399999999999977,302.8,79843.4,0.12,821.56
1826,M16685,2,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,9.5,302.75,49595.200000000004,0.15,1114.64
1827,H31240,0,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,9.5,302.55,60791.6,0.03,801.01
1828,M16687,2,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,9.400000000000034,302.6,67876.0,0.22,986.43
1829,L49008,1,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,9.399999999999977,302.5,76061.3,0.21,1214.37
1830,L49009,1,297.8,307.2,1880,23.0,176,0,0,0,0,0,0,9.399999999999977,302.5,43240.0,0.24,752.08
1831,L49010,1,297.8,307.3,1859,24.0,178,0,0,0,0,0,0,9.5,302.55,44616.0,0.1,1100.22
1832,M16691,2,297.8,307.3,1315,54.0,180,0,0,0,0,0,0,9.5,302.55,71010.0,0.13,923.04
1833,M16692,2,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,9.599999999999966,302.6,68761.0,0.05,857.81
1834,L49013,1,297.8,307.3,1327,61.0,186,1,0,0,0,1,0,9.5,302.55,80947.0,8.33,9553.72
1835,L49014,1,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,9.399999999999977,302.5,57073.8,0.03,890.32
1836,H31249,0,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,9.5,302.55,55668.99999999999,0.19,1283.39
1837,L49016,1,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,9.5,302.45,54344.399999999994,0.21,1226.89
1838,L49017,1,297.7,307.2,1392,43.0,197,0,0,0,0,0,0,9.5,302.45,59856.0,0.05,1092.45
1839,M16698,2,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,9.399999999999977,302.5,57657.6,0.11,1067.42
1840,L49019,1,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,9.400000000000034,302.4,51793.0,0.01,0.0
1841,M16700,2,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,9.5,302.45,61398.50000000001,0.17,409.2
1842,L49021,1,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,9.5,302.45,63050.399999999994,0.3,464.57
1843,H31256,0,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,9.400000000000034,302.4,41737.5,0.13,90.05
1844,L49023,1,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,9.5,302.35,58643.200000000004,0.3,203.12
1845,M16704,2,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,9.5,302.35,66047.9,0.04,22.33
1846,L49025,1,297.7,307.2,1444,40.0,17,0,0,0,0,0,0,9.5,302.45,57760.0,0.12,352.22
1847,H31260,0,297.7,307.3,1514,38.6,19,0,0,0,0,0,0,9.600000000000023,302.5,58440.4,0.27,541.8
1848,L49027,1,297.8,307.3,1412,50.7,24,0,0,0,0,0,0,9.5,302.55,71588.40000000001,0.26,463.24
1849,H31262,0,297.7,307.2,1429,44.1,26,0,0,0,0,0,0,9.5,302.45,63018.9,0.1,0.0
1850,L49029,1,297.7,307.2,1668,32.7,31,0,0,0,0,0,0,9.5,302.45,54543.600000000006,0.2,468.07
1851,M16710,2,297.7,307.2,1372,52.8,33,0,0,0,0,0,0,9.5,302.45,72441.59999999999,0.27,630.54
1852,M16711,2,297.7,307.3,1365,49.2,36,0,0,0,0,0,0,9.600000000000023,302.5,67158.0,0.23,436.03
1853,M16712,2,297.6,307.1,1526,39.1,39,0,0,0,0,0,0,9.5,302.35,59666.6,0.19,681.97
1854,L49033,1,297.6,307.2,1486,40.6,42,0,0,0,0,0,0,9.599999999999966,302.4,60331.6,0.05,61.85
1855,M16714,2,297.6,307.2,1470,42.6,44,0,0,0,0,0,0,9.599999999999966,302.4,62622.0,0.02,342.72
1856,H31269,0,297.7,307.3,1249,62.8,47,0,0,0,0,0,0,9.600000000000023,302.5,78437.2,0.18,261.97
1857,M16716,2,297.8,307.4,1752,26.1,52,0,0,0,0,0,0,9.599999999999966,302.6,45727.200000000004,0.15,568.78
1858,L49037,1,297.7,307.4,1643,36.5,55,0,0,0,0,0,0,9.699999999999989,302.54999999999995,59969.5,0.07,436.93
1859,M16718,2,297.8,307.4,1488,36.1,57,0,0,0,0,0,0,9.599999999999966,302.6,53716.8,0.09,645.2
1860,L49039,1,297.8,307.4,1355,45.8,60,0,0,0,0,0,0,9.599999999999966,302.6,62058.99999999999,0.12,494.96
1861,L49040,1,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,9.800000000000011,302.70000000000005,48692.1,0.15,399.4
1862,M16721,2,297.9,307.6,1609,30.3,64,0,0,0,0,0,0,9.700000000000045,302.75,48752.700000000004,0.12,366.34
1863,L49042,1,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,9.800000000000011,302.79999999999995,67354.8,0.12,417.47
1864,M16723,2,297.9,307.7,1517,39.5,69,0,0,0,0,0,0,9.800000000000011,302.79999999999995,59921.5,0.03,298.39
1865,L49044,1,297.9,307.7,1546,37.6,72,0,0,0,0,0,0,9.800000000000011,302.79999999999995,58129.600000000006,0.26,822.07
1866,L49045,1,297.9,307.7,1567,34.7,74,0,0,0,0,0,0,9.800000000000011,302.79999999999995,54374.9,0.18,741.35
1867,M16726,2,298.1,307.9,1662,28.9,76,0,0,0,0,0,0,9.799999999999955,303.0,48031.799999999996,0.04,195.51
1868,L49047,1,298.1,307.9,1502,41.8,79,0,0,0,0,0,0,9.799999999999955,303.0,62783.6,0.13,530.75
1869,L49048,1,298.3,308.0,1361,56.9,81,0,0,0,0,0,0,9.699999999999989,303.15,77440.9,0.13,544.37
1870,M16729,2,298.3,308.1,1630,32.7,83,0,0,0,0,0,0,9.800000000000011,303.20000000000005,53301.00000000001,0.18,477.81
1871,L49050,1,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,9.699999999999989,303.15,62857.799999999996,0.18,675.74
1872,L49051,1,298.3,308.1,1840,21.5,88,0,0,0,0,0,0,9.800000000000011,303.20000000000005,39560.0,0.19,849.13
1873,L49052,1,298.3,308.1,1326,58.4,90,0,0,0,0,0,0,9.800000000000011,303.20000000000005,77438.4,0.21,793.77
1874,L49053,1,298.4,308.1,1367,57.8,92,0,0,0,0,0,0,9.700000000000045,303.25,79012.59999999999,0.03,692.06
1875,L49054,1,298.4,308.1,1598,32.7,94,0,0,0,0,0,0,9.700000000000045,303.25,52254.600000000006,0.09,452.23
1876,L49055,1,298.3,308.0,1363,50.1,96,0,0,0,0,0,0,9.699999999999989,303.15,68286.3,0.01,495.48
1877,L49056,1,298.3,308.0,1242,62.0,98,0,0,0,0,0,0,9.699999999999989,303.15,77004.0,0.14,515.15
1878,M16737,2,298.2,307.8,1566,33.8,100,0,0,0,0,0,0,9.600000000000023,303.0,52930.799999999996,0.13,665.91
1879,M16738,2,298.1,307.7,1424,47.7,103,0,0,0,0,0,0,9.599999999999966,302.9,67924.8,0.22,784.42
1880,M16739,2,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,9.5,302.95,54350.399999999994,0.05,723.98
1881,L49060,1,298.1,307.7,1705,29.1,109,0,0,0,0,0,0,9.599999999999966,302.9,49615.5,0.19,932.02
1882,L49061,1,298.0,307.6,1548,45.8,111,0,0,0,0,0,0,9.600000000000023,302.8,70898.4,0.09,748.35
1883,M16742,2,298.0,307.6,1581,43.4,113,0,0,0,0,0,0,9.600000000000023,302.8,68615.4,0.11,545.97
1884,M16743,2,298.0,307.6,1472,46.7,116,0,0,0,0,0,0,9.600000000000023,302.8,68742.40000000001,0.22,597.17
1885,M16744,2,298.0,307.6,1792,26.0,119,0,0,0,0,0,0,9.600000000000023,302.8,46592.0,0.02,693.0
1886,L49065,1,298.0,307.6,1683,32.8,122,0,0,0,0,0,0,9.600000000000023,302.8,55202.399999999994,0.1,935.08
1887,L49066,1,297.9,307.6,1503,40.7,124,0,0,0,0,0,0,9.700000000000045,302.75,61172.100000000006,0.12,736.28
1888,M16747,2,297.9,307.5,1642,32.4,126,0,0,0,0,0,0,9.600000000000023,302.7,53200.799999999996,0.21,610.89
1889,M16748,2,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,9.599999999999966,302.6,46218.6,0.06,1017.71
1890,H31303,0,297.7,307.4,1432,40.2,132,0,0,0,0,0,0,9.699999999999989,302.54999999999995,57566.4,0.28,1013.41
1891,L49070,1,297.8,307.4,1512,40.8,137,0,0,0,0,0,0,9.599999999999966,302.6,61689.6,0.3,1010.67
1892,L49071,1,297.7,307.4,1764,29.0,139,0,0,0,0,0,0,9.699999999999989,302.54999999999995,51156.0,0.25,769.8
1893,M16752,2,297.8,307.4,1438,43.6,141,0,0,0,0,0,0,9.599999999999966,302.6,62696.8,0.09,797.43
1894,L49073,1,297.8,307.5,1631,29.9,144,0,0,0,0,0,0,9.699999999999989,302.65,48766.899999999994,0.2,1023.03
1895,H31308,0,297.9,307.5,1880,23.3,146,0,0,0,0,0,0,9.600000000000023,302.7,43804.0,0.02,825.45
1896,L49075,1,297.9,307.6,1344,54.3,151,0,0,0,0,0,0,9.700000000000045,302.75,72979.2,0.26,913.02
1897,L49076,1,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,9.600000000000023,302.7,56349.2,0.15,906.44
1898,L49077,1,297.8,307.4,1418,41.2,155,0,0,0,0,0,0,9.599999999999966,302.6,58421.600000000006,0.05,732.6
1899,L49078,1,297.8,307.5,1372,54.1,157,0,0,0,0,0,0,9.699999999999989,302.65,74225.2,0.1,1134.62
1900,L49079,1,297.8,307.5,1388,40.0,159,0,0,0,0,0,0,9.699999999999989,302.65,55520.0,0.24,1169.23
1901,H31314,0,297.9,307.6,1493,36.0,161,0,0,0,0,0,0,9.700000000000045,302.75,53748.0,0.26,986.35
1902,M16761,2,297.9,307.6,1505,40.1,166,0,0,0,0,0,0,9.700000000000045,302.75,60350.5,0.16,814.73
1903,L49082,1,298.0,307.6,1694,29.1,169,0,0,0,0,0,0,9.600000000000023,302.8,49295.4,0.14,1026.67
1904,L49083,1,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,9.700000000000045,302.75,40147.2,0.23,1011.08
1905,M16764,2,298.0,307.6,1569,35.6,173,0,0,0,0,0,0,9.600000000000023,302.8,55856.4,0.25,1052.25
1906,L49085,1,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,9.700000000000045,302.75,49091.700000000004,0.23,939.72
1907,L49086,1,297.9,307.6,1430,52.4,178,0,0,0,0,0,0,9.700000000000045,302.75,74932.0,0.12,858.29
1908,L49087,1,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,9.700000000000045,302.75,63769.6,0.19,1114.4
1909,L49088,1,297.9,307.6,1977,20.2,182,0,0,0,0,0,0,9.700000000000045,302.75,39935.4,0.26,1129.97
1910,L49089,1,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,9.699999999999989,302.85,65436.0,0.05,1344.48
1911,H31324,0,298.0,307.7,1547,36.8,186,0,0,0,0,0,0,9.699999999999989,302.85,56929.6,0.12,1139.14
1912,M16771,2,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,9.699999999999989,302.95000000000005,75275.2,0.02,802.25
1913,M16772,2,298.0,307.7,1621,34.9,194,0,0,0,0,0,0,9.699999999999989,302.85,56572.899999999994,0.12,859.65
1914,M16773,2,298.0,307.8,1492,40.2,197,0,0,0,0,0,0,9.800000000000011,302.9,59978.4,0.23,1274.73
1915,L49094,1,298.0,307.7,1643,32.3,200,0,0,0,0,0,0,9.699999999999989,302.85,53068.899999999994,0.06,1000.47
1916,L49095,1,298.0,307.7,1492,38.7,202,0,0,0,0,0,0,9.699999999999989,302.85,57740.4,0.16,1369.72
1917,L49096,1,298.0,307.7,1387,50.8,204,0,0,0,0,0,0,9.699999999999989,302.85,70459.59999999999,0.01,1072.28
1918,M16777,2,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,9.799999999999955,303.0,69199.9,0.27,1002.62
1919,M16778,2,298.1,307.9,1496,40.0,0,0,0,0,0,0,0,9.799999999999955,303.0,59840.0,0.25,97.09
1920,L49099,1,298.2,308.0,1658,30.0,3,0,0,0,0,0,0,9.800000000000011,303.1,49740.0,0.16,73.71
1921,L49100,1,298.1,307.9,2161,17.5,5,0,0,0,0,0,0,9.799999999999955,303.0,37817.5,0.21,301.31
1922,L49101,1,298.1,307.9,1665,32.0,7,0,0,0,0,0,0,9.799999999999955,303.0,53280.0,0.03,0.0
1923,L49102,1,298.0,307.8,1716,26.6,9,0,0,0,0,0,0,9.800000000000011,302.9,45645.600000000006,0.25,317.92
1924,L49103,1,298.0,307.7,1529,34.1,11,0,0,0,0,0,0,9.699999999999989,302.85,52138.9,0.21,64.58
1925,L49104,1,297.9,307.7,1353,50.7,13,0,0,0,0,0,0,9.800000000000011,302.79999999999995,68597.1,0.04,105.93
1926,L49105,1,297.9,307.7,1537,37.7,15,0,0,0,0,0,0,9.800000000000011,302.79999999999995,57944.9,0.29,420.5
1927,L49106,1,298.0,307.7,1606,30.8,17,0,0,0,0,0,0,9.699999999999989,302.85,49464.8,0.01,314.23
1928,H31341,0,298.0,307.8,1314,47.8,19,0,0,0,0,0,0,9.800000000000011,302.9,62809.2,0.19,321.84
1929,L49108,1,298.0,307.8,1623,29.9,24,0,0,0,0,0,0,9.800000000000011,302.9,48527.7,0.05,47.49
1930,M16789,2,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,9.800000000000011,302.9,75484.7,0.22,573.95
1931,M16790,2,298.1,307.9,1569,37.0,29,0,0,0,0,0,0,9.799999999999955,303.0,58053.0,0.02,137.52
1932,M16791,2,298.2,308.0,1969,21.7,32,0,0,0,0,0,0,9.800000000000011,303.1,42727.299999999996,0.02,296.04
1933,M16792,2,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,9.899999999999977,303.05,49399.8,0.14,223.07
1934,L49113,1,298.1,308.0,1638,35.1,38,0,0,0,0,0,0,9.899999999999977,303.05,57493.8,0.3,503.62
1935,L49114,1,298.1,307.9,1698,33.3,40,0,0,0,0,0,0,9.799999999999955,303.0,56543.399999999994,0.08,159.81
1936,M16795,2,298.1,307.9,1377,55.1,42,0,0,0,0,0,0,9.799999999999955,303.0,75872.7,0.18,438.34
1937,M16796,2,298.1,308.0,2129,18.4,45,0,0,0,0,0,0,9.899999999999977,303.05,39173.6,0.16,505.57
1938,L49117,1,298.2,308.0,1411,42.4,48,0,0,0,0,0,0,9.800000000000011,303.1,59826.4,0.25,415.78
1939,L49118,1,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,9.799999999999955,303.0,61893.6,0.09,257.35
1940,M16799,2,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,9.799999999999955,303.0,70231.7,0.17,483.52
1941,L49120,1,298.1,307.9,1578,35.6,55,0,0,0,0,0,0,9.799999999999955,303.0,56176.8,0.29,441.25
1942,L49121,1,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,9.799999999999955,303.0,82935.0,0.1,157.31
1943,L49122,1,298.1,308.0,1456,42.4,59,0,0,0,0,0,0,9.899999999999977,303.05,61734.4,0.13,477.98
1944,L49123,1,298.1,308.0,1704,30.9,61,0,0,0,0,0,0,9.899999999999977,303.05,52653.6,0.27,558.85
1945,L49124,1,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,10.0,303.1,48894.3,0.1,395.67
1946,L49125,1,298.1,308.1,1616,32.8,65,0,0,0,0,0,0,10.0,303.1,53004.799999999996,0.11,513.16
1947,L49126,1,298.2,308.1,1622,34.9,67,0,0,0,0,0,0,9.900000000000034,303.15,56607.799999999996,0.09,524.11
1948,L49127,1,298.2,308.1,1462,49.9,69,0,0,0,0,0,0,9.900000000000034,303.15,72953.8,0.24,560.85
1949,L49128,1,298.1,308.1,1410,45.8,71,0,0,0,0,0,0,10.0,303.1,64577.99999999999,0.28,466.6
1950,M16809,2,298.1,308.0,1543,41.9,73,0,0,0,0,0,0,9.899999999999977,303.05,64651.7,0.19,459.21
1951,M16810,2,298.0,307.9,1479,47.6,76,0,0,0,0,0,0,9.899999999999977,302.95,70400.40000000001,0.19,657.74
1952,L49131,1,298.0,307.8,1839,22.7,79,0,0,0,0,0,0,9.800000000000011,302.9,41745.299999999996,0.12,535.46
1953,L49132,1,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,9.800000000000011,302.9,76593.0,0.0,322.54
1954,L49133,1,297.9,307.7,1593,34.9,83,0,0,0,0,0,0,9.800000000000011,302.79999999999995,55595.7,0.05,347.34
1955,L49134,1,297.9,307.8,1459,46.9,85,0,0,0,0,0,0,9.900000000000034,302.85,68427.09999999999,0.04,557.67
1956,L49135,1,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,9.800000000000011,302.79999999999995,72201.6,0.03,431.75
1957,M16816,2,297.9,307.7,1364,46.8,89,0,0,0,0,0,0,9.800000000000011,302.79999999999995,63835.2,0.2,757.91
1958,H31371,0,297.9,307.7,1618,35.9,92,0,0,0,0,0,0,9.800000000000011,302.79999999999995,58086.2,0.04,631.9
1959,H31372,0,297.9,307.7,1464,43.2,97,0,0,0,0,0,0,9.800000000000011,302.79999999999995,63244.8,0.03,468.07
1960,M16819,2,297.8,307.6,1352,49.4,102,0,0,0,0,0,0,9.800000000000011,302.70000000000005,66788.8,0.11,762.45
1961,L49140,1,297.8,307.6,1446,51.4,105,0,0,0,0,0,0,9.800000000000011,302.70000000000005,74324.4,0.07,615.76
1962,L49141,1,297.8,307.5,1448,51.2,107,0,0,0,0,0,0,9.699999999999989,302.65,74137.6,0.04,615.16
1963,L49142,1,297.8,307.5,1391,48.6,109,0,0,0,0,0,0,9.699999999999989,302.65,67602.6,0.04,256.69
1964,L49143,1,297.7,307.5,1379,43.3,111,0,0,0,0,0,0,9.800000000000011,302.6,59710.7,0.08,489.36
1965,M16824,2,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,9.699999999999989,302.65,65894.5,0.16,587.5
1966,L49145,1,297.8,307.5,1581,33.1,116,0,0,0,0,0,0,9.699999999999989,302.65,52331.100000000006,0.23,762.2
1967,L49146,1,297.9,307.6,1515,40.5,118,0,0,0,0,0,0,9.700000000000045,302.75,61357.5,0.26,867.15
1968,L49147,1,297.9,307.6,1589,37.8,120,0,0,0,0,0,0,9.700000000000045,302.75,60064.2,0.23,853.29
1969,L49148,1,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,9.600000000000023,302.8,65074.799999999996,0.19,842.86
